"","id","gene_short_name","NA.","status","term","estimate","std_err","test_val","p_value","normalized_effect","model_component","q_value","significant_deg","hvg"
"47922","ENSG00000131747","TOP2A","Gene Expression","OK","shape_score",0.1080388,0.0071308,15.151,2.07e-50,0.151072891351707,"count",2.929464e-46,TRUE,TRUE
"47962","ENSG00000212724","KRTAP2-3","Gene Expression","OK","shape_score",-0.1190434,0.0152146,-7.8243,6.55e-15,-0.170584395558122,"count",8.69185e-11,TRUE,TRUE
"48102","ENSG00000131462","TUBG1","Gene Expression","OK","shape_score",-0.1011564,0.0055652,-18.1768,6.77e-71,-0.144868168830881,"count",9.675684e-67,TRUE,TRUE
"48210","ENSG00000175832","ETV4","Gene Expression","OK","shape_score",-0.0881991,0.0156192,-5.6468,1.75e-08,-0.120165104567382,"count",0.00021889,TRUE,FALSE
"48318","ENSG00000186185","KIF18B","Gene Expression","OK","shape_score",0.1511353,0.0192559,7.8488,5.4e-15,0.147622922130732,"count",7.16958e-11,TRUE,FALSE
"48502","ENSG00000108465","CDK5RAP3","Gene Expression","OK","shape_score",-0.079185,0.0086858,-9.1166,1.22e-19,-0.112164693338885,"count",1.650904e-15,TRUE,TRUE
"48638","ENSG00000276851","AC002401.4","Gene Expression","OK","shape_score",0.0825324,0.0150661,5.478,4.58e-08,0.109477268291599,"count",0.0005691108,TRUE,FALSE
"48730","ENSG00000011260","UTP18","Gene Expression","OK","shape_score",-0.0758413,0.009556,-7.9365,2.71e-15,-0.10693018878833,"count",3.604571e-11,TRUE,TRUE
"48806","ENSG00000181610","MRPS23","Gene Expression","OK","shape_score",-0.0727909,0.0043907,-16.5783,1.12e-59,-0.104505726548877,"count",1.592192e-55,TRUE,TRUE
"48902","ENSG00000141378","PTRH2","Gene Expression","OK","shape_score",-0.077563,0.0099815,-7.7707,9.95e-15,-0.109103846415696,"count",1.3188725e-10,TRUE,TRUE
"49110","ENSG00000197170","PSMD12","Gene Expression","OK","shape_score",-0.1004547,0.0078467,-12.8022,8.89e-37,-0.14282093436171,"count",1.2439777e-32,TRUE,TRUE
"49118","ENSG00000130935","NOL11","Gene Expression","OK","shape_score",-0.0923464,0.0158427,-5.829,6.04e-09,-0.125935902346143,"count",7.605568e-05,TRUE,TRUE
"49130","ENSG00000182481","KPNA2","Gene Expression","OK","shape_score",-0.122779,0.0061009,-20.1248,1e-85,-0.175635018950562,"count",1.4364e-81,TRUE,TRUE
"49290","ENSG00000189159","JPT1","Gene Expression","OK","shape_score",-0.0700849,0.0040143,-17.4589,9.5e-66,-0.100833864546133,"count",1.354225e-61,TRUE,TRUE
"49326","ENSG00000177728","TMEM94","Gene Expression","OK","shape_score",0.0928073,0.0178813,5.1902,2.21e-07,0.120498964396251,"count",0.002707471,TRUE,FALSE
"49426","ENSG00000185262","UBALD2","Gene Expression","OK","shape_score",0.0741192,0.0122579,6.0466,1.62e-09,0.101621872540515,"count",2.053674e-05,TRUE,FALSE
"49466","ENSG00000182534","MXRA7","Gene Expression","OK","shape_score",0.0748231,0.0073111,10.2342,2.84e-24,0.106048355337662,"count",3.889096e-20,TRUE,FALSE
"49474","ENSG00000070495","JMJD6","Gene Expression","OK","shape_score",-0.0736974,0.0118739,-6.2067,5.99e-10,-0.102795323592363,"count",7.623473e-06,TRUE,TRUE
"49518","ENSG00000167900","TK1","Gene Expression","OK","shape_score",-0.1118025,0.0053335,-20.9624,1.79e-92,-0.160461275933982,"count",2.576526e-88,TRUE,TRUE
"49526","ENSG00000089685","BIRC5","Gene Expression","OK","shape_score",-0.091509,0.0054352,-16.8365,1.99e-61,-0.131365435817013,"count",2.830775e-57,TRUE,TRUE
"49554","ENSG00000035862","TIMP2","Gene Expression","OK","shape_score",0.0822885,0.0047352,17.3779,3.53e-65,0.117947366264581,"count",5.029544e-61,TRUE,TRUE
"49558","ENSG00000108679","LGALS3BP","Gene Expression","OK","shape_score",-0.0808627,0.0131999,-6.126,9.92e-10,-0.112017655026278,"count",1.2597408e-05,TRUE,FALSE
"49598","ENSG00000141543","EIF4A3","Gene Expression","OK","shape_score",-0.1166697,0.007543,-15.4673,2.12e-52,-0.166162677365745,"count",3.003828e-48,TRUE,TRUE
"49798","ENSG00000169733","RFNG","Gene Expression","OK","shape_score",0.1048202,0.0171847,6.0996,1.17e-09,0.137216659613767,"count",1.485081e-05,TRUE,FALSE
"49802","ENSG00000169727","GPS1","Gene Expression","OK","shape_score",-0.0717811,0.0062042,-11.5697,1.86e-30,-0.102490414219266,"count",2.57703e-26,TRUE,TRUE
"49822","ENSG00000141526","SLC16A3","Gene Expression","OK","shape_score",-0.1079018,0.0035763,-30.1714,1.12e-179,-0.155282965260031,"count",1.627808e-175,TRUE,TRUE
"49914","ENSG00000176890","TYMS","Gene Expression","OK","shape_score",-0.0724371,0.0051578,-14.0441,9.91e-44,-0.103890129548011,"count",1.3954271e-39,TRUE,TRUE
"49954","ENSG00000101608","MYL12A","Gene Expression","OK","shape_score",-0.0741504,0.0023816,-31.1353,5.32e-190,-0.106888880744162,"count",7.735812e-186,TRUE,TRUE
"49962","ENSG00000118680","MYL12B","Gene Expression","OK","shape_score",-0.0720593,0.0024333,-29.6143,8.41e-174,-0.103847012865535,"count",1.2217207e-169,TRUE,TRUE
"50094","ENSG00000176014","TUBB6","Gene Expression","OK","shape_score",-0.0898845,0.0039675,-22.6553,9.01e-107,-0.129276211967568,"count",1.3005935e-102,TRUE,TRUE
"50558","ENSG00000091164","TXNL1","Gene Expression","OK","shape_score",-0.1080189,0.0055268,-19.5445,3.53e-81,-0.154679531573056,"count",5.065903e-77,TRUE,TRUE
"50694","ENSG00000166401","SERPINB8","Gene Expression","OK","shape_score",-0.0813383,0.0102933,-7.902,3.55e-15,-0.114378390215589,"count",4.71937e-11,TRUE,TRUE
"50866","ENSG00000125898","FAM110A","Gene Expression","OK","shape_score",0.086722,0.0165897,5.2275,1.81e-07,0.112798792439155,"count",0.002221775,TRUE,FALSE
"50870","ENSG00000125818","PSMF1","Gene Expression","OK","shape_score",-0.0730217,0.0066014,-11.0615,5.08e-28,-0.104154741709541,"count",7.007352e-24,TRUE,TRUE
"50898","ENSG00000088833","NSFL1C","Gene Expression","OK","shape_score",-0.0947248,0.0056293,-16.8272,2.3e-61,-0.135610149617419,"count",3.27152e-57,TRUE,TRUE
"50934","ENSG00000101365","IDH3B","Gene Expression","OK","shape_score",-0.0992433,0.0058507,-16.9625,2.72e-62,-0.141971492914003,"count",3.87056e-58,TRUE,TRUE
"50966","ENSG00000198171","DDRGK1","Gene Expression","OK","shape_score",-0.0797283,0.0064277,-12.4039,1.14e-34,-0.113818091774004,"count",1.59144e-30,TRUE,TRUE
"51066","ENSG00000089195","TRMT6","Gene Expression","OK","shape_score",-0.0914615,0.0122793,-7.4484,1.16e-13,-0.127177727547501,"count",1.526096e-09,TRUE,TRUE
"51142","ENSG00000101247","NDUFAF5","Gene Expression","OK","shape_score",-0.0812598,0.0138508,-5.8668,4.82e-09,-0.111568344942769,"count",6.079466e-05,TRUE,FALSE
"51154","ENSG00000125870","SNRPB2","Gene Expression","OK","shape_score",-0.0887109,0.0049363,-17.9711,2.1e-69,-0.127260561231044,"count",2.99838e-65,TRUE,TRUE
"51226","ENSG00000173418","NAA20","Gene Expression","OK","shape_score",-0.0768823,0.0042462,-18.1063,2.2e-70,-0.110420928557588,"count",3.1427e-66,TRUE,TRUE
"51290","ENSG00000101003","GINS1","Gene Expression","OK","shape_score",0.0986666,0.0184272,5.3544,9.09e-08,0.120327627553403,"count",0.0011215242,TRUE,FALSE
"51314","ENSG00000101294","HM13","Gene Expression","OK","shape_score",-0.0851388,0.0060885,-13.9836,2.23e-43,-0.121739434367108,"count",3.138279e-39,TRUE,TRUE
"51382","ENSG00000101391","CDK5RAP1","Gene Expression","OK","shape_score",-0.1080863,0.0177787,-6.0795,1.32e-09,-0.145178107972209,"count",1.674288e-05,TRUE,FALSE
"51450","ENSG00000101464","PIGU","Gene Expression","OK","shape_score",-0.1091927,0.0179253,-6.0916,1.23e-09,-0.146603303308168,"count",1.560747e-05,TRUE,FALSE
"51470","ENSG00000100983","GSS","Gene Expression","OK","shape_score",-0.0944587,0.007648,-12.3508,2.15e-34,-0.134301871054871,"count",3.000325e-30,TRUE,TRUE
"51498","ENSG00000242372","EIF6","Gene Expression","OK","shape_score",-0.0861237,0.0033251,-25.9013,1.75e-136,-0.123984386393222,"count",2.53435e-132,TRUE,TRUE
"51518","ENSG00000214078","CPNE1","Gene Expression","OK","shape_score",-0.0873677,0.0064465,-13.5527,6.54e-41,-0.124804156510733,"count",9.188046e-37,TRUE,TRUE
"51634","ENSG00000132792","CTNNBL1","Gene Expression","OK","shape_score",-0.1612259,0.0138293,-11.6583,6.85e-31,-0.22303169420404,"count",9.498895e-27,TRUE,TRUE
"51722","ENSG00000132823","OSER1","Gene Expression","OK","shape_score",-0.073907,0.0085374,-8.6569,7.02e-18,-0.104668230885365,"count",9.451728e-14,TRUE,TRUE
"51794","ENSG00000101457","DNTTIP1","Gene Expression","OK","shape_score",-0.1014403,0.0066209,-15.3213,1.77e-51,-0.144799722367734,"count",2.506674e-47,TRUE,TRUE
"51798","ENSG00000175063","UBE2C","Gene Expression","OK","shape_score",0.0913511,0.0048896,18.6827,1.25e-74,0.130197778272905,"count",1.78925e-70,TRUE,TRUE
"51862","ENSG00000172315","TP53RK","Gene Expression","OK","shape_score",-0.0730832,0.0083932,-8.7074,4.54e-18,-0.103562925628348,"count",6.115834e-14,TRUE,TRUE
"51998","ENSG00000000419","DPM1","Gene Expression","OK","shape_score",-0.1095162,0.0067081,-16.326,5.52e-58,-0.156325670409169,"count",7.842816e-54,TRUE,TRUE
"52010","ENSG00000054793","ATP9A","Gene Expression","OK","shape_score",0.0905638,0.0158606,5.71,1.22e-08,0.11952793224714,"count",0.000152927,TRUE,FALSE
"52046","ENSG00000101146","RAE1","Gene Expression","OK","shape_score",-0.1043793,0.0101955,-10.2378,2.74e-24,-0.147001685856076,"count",3.75243e-20,TRUE,TRUE
"52094","ENSG00000101158","NELFCD","Gene Expression","OK","shape_score",-0.0746057,0.0088079,-8.4703,3.44e-17,-0.105535868522296,"count",4.619576e-13,TRUE,TRUE
"52126","ENSG00000101182","PSMA7","Gene Expression","OK","shape_score",-0.0749234,0.0022448,-33.3767,9.88e-215,-0.108005072947455,"count",1.4383304e-210,TRUE,TRUE
"52142","ENSG00000130706","ADRM1","Gene Expression","OK","shape_score",-0.090926,0.0036648,-24.8107,3.52e-126,-0.130786346847382,"count",5.09344e-122,TRUE,TRUE
"52290","ENSG00000141934","PLPP2","Gene Expression","OK","shape_score",-0.0734309,0.0066328,-11.0708,4.59e-28,-0.10480551633806,"count",6.331905e-24,TRUE,TRUE
"52370","ENSG00000065268","WDR18","Gene Expression","OK","shape_score",-0.1102948,0.0062902,-17.5344,2.78e-66,-0.157651452457051,"count",3.963446e-62,TRUE,TRUE
"52702","ENSG00000167657","DAPK3","Gene Expression","OK","shape_score",-0.0954995,0.0079515,-12.0103,1.2e-32,-0.135632095591618,"count",1.66944e-28,TRUE,TRUE
"52806","ENSG00000105355","PLIN3","Gene Expression","OK","shape_score",-0.0984304,0.0051539,-19.0982,9.35e-78,-0.14117568165903,"count",1.340229e-73,TRUE,TRUE
"52922","ENSG00000125648","SLC25A23","Gene Expression","OK","shape_score",0.0716848,0.008481,8.4524,4e-17,0.100812348121219,"count",5.37e-13,TRUE,FALSE
"52934","ENSG00000125734","GPR108","Gene Expression","OK","shape_score",-0.0724422,0.0091158,-7.9469,2.49e-15,-0.102279475863285,"count",3.313941e-11,TRUE,TRUE
"53022","ENSG00000066044","ELAVL1","Gene Expression","OK","shape_score",-0.0915149,0.0062557,-14.6291,3.32e-47,-0.130781757737011,"count",4.689832e-43,TRUE,TRUE
"53062","ENSG00000099783","HNRNPM","Gene Expression","OK","shape_score",-0.1032707,0.0050111,-20.6084,1.35e-89,-0.148237129717809,"count",1.941975e-85,TRUE,TRUE
"53146","ENSG00000130810","PPAN","Gene Expression","OK","shape_score",-0.1157023,0.0103391,-11.1907,1.25e-28,-0.162817083820386,"count",1.725625e-24,TRUE,FALSE
"53166","ENSG00000105364","MRPL4","Gene Expression","OK","shape_score",-0.0707526,0.0045906,-15.4124,4.72e-52,-0.101523114187432,"count",6.686352e-48,TRUE,TRUE
"53214","ENSG00000129355","CDKN2D","Gene Expression","OK","shape_score",0.0925774,0.0084691,10.9312,2.06e-27,0.130859152883777,"count",2.83868e-23,TRUE,TRUE
"53262","ENSG00000130164","LDLR","Gene Expression","OK","shape_score",0.1180609,0.0128768,9.1685,7.63e-20,0.161795970942734,"count",1.0331783e-15,TRUE,FALSE
"53442","ENSG00000095059","DHPS","Gene Expression","OK","shape_score",-0.0892851,0.0074753,-11.944,2.59e-32,-0.127163898314734,"count",3.6001e-28,TRUE,TRUE
"53462","ENSG00000198356","ASNA1","Gene Expression","OK","shape_score",-0.0731616,0.0037216,-19.6585,4.6e-82,-0.105193670498776,"count",6.60422e-78,TRUE,TRUE
"53474","ENSG00000167815","PRDX2","Gene Expression","OK","shape_score",-0.0709667,0.002737,-25.9289,9.48e-137,-0.102232591587499,"count",1.3730832e-132,TRUE,TRUE
"53506","ENSG00000179115","FARSA","Gene Expression","OK","shape_score",-0.1387402,0.0071929,-19.2884,3.31e-79,-0.197867878302414,"count",4.74654e-75,TRUE,TRUE
"53610","ENSG00000141858","SAMD1","Gene Expression","OK","shape_score",0.0815369,0.0154248,5.2861,1.32e-07,0.109012858648288,"count",0.001624656,TRUE,FALSE
"53634","ENSG00000123136","DDX39A","Gene Expression","OK","shape_score",-0.1494887,0.0072779,-20.5402,4.81e-89,-0.213429421782003,"count",6.917742e-85,TRUE,TRUE
"53654","ENSG00000099797","TECR","Gene Expression","OK","shape_score",-0.1086329,0.0046835,-23.1951,1.65e-111,-0.155942389192296,"count",2.38293e-107,TRUE,TRUE
"53674","ENSG00000105135","ILVBL","Gene Expression","OK","shape_score",-0.1013477,0.0083109,-12.1946,1.38e-33,-0.143712170622805,"count",1.923306e-29,TRUE,TRUE
"53894","ENSG00000130522","JUND","Gene Expression","OK","shape_score",0.1003713,0.00837,11.9918,1.48e-32,0.141637707969334,"count",2.058088e-28,TRUE,FALSE
"53986","ENSG00000105676","ARMC6","Gene Expression","OK","shape_score",-0.0762445,0.0110942,-6.8725,7.33e-12,-0.106613688141142,"count",9.505544e-08,TRUE,FALSE
"54010","ENSG00000105705","SUGP1","Gene Expression","OK","shape_score",-0.0860955,0.0136996,-6.2845,3.66e-10,-0.118745368169441,"count",4.665768e-06,TRUE,FALSE
"54154","ENSG00000169021","UQCRFS1","Gene Expression","OK","shape_score",-0.0759772,0.0030633,-24.8025,4.2e-126,-0.10937196861998,"count",6.07698e-122,TRUE,TRUE
"54238","ENSG00000124299","PEPD","Gene Expression","OK","shape_score",-0.095486,0.0076009,-12.5625,1.67e-35,-0.135716698729847,"count",2.33299e-31,TRUE,TRUE
"54254","ENSG00000126249","PDCD2L","Gene Expression","OK","shape_score",-0.1147592,0.0153156,-7.493,8.31e-14,-0.156643756106495,"count",1.0945101e-09,TRUE,FALSE
"54350","ENSG00000126254","RBM42","Gene Expression","OK","shape_score",-0.1032542,0.0056655,-18.225,3.01e-71,-0.147836052748277,"count",4.303397e-67,TRUE,TRUE
"54354","ENSG00000105672","ETV2","Gene Expression","OK","shape_score",0.0928966,0.0169101,5.4936,4.19e-08,0.121594119068974,"count",0.0005209008,TRUE,FALSE
"54422","ENSG00000105270","CLIP3","Gene Expression","OK","shape_score",0.1196874,0.0160857,7.4406,1.23e-13,0.153745845918937,"count",1.617819e-09,TRUE,FALSE
"54586","ENSG00000099341","PSMD8","Gene Expression","OK","shape_score",-0.0996081,0.0029942,-33.2671,1.68e-213,-0.143420484404386,"count",2.44524e-209,TRUE,TRUE
"54634","ENSG00000104825","NFKBIB","Gene Expression","OK","shape_score",-0.0753735,0.0134983,-5.5839,2.51e-08,-0.103815660992647,"count",0.000313248,TRUE,FALSE
"54722","ENSG00000013275","PSMC4","Gene Expression","OK","shape_score",-0.1443722,0.0058429,-24.7089,3.11e-125,-0.206659003199423,"count",4.498926e-121,TRUE,TRUE
"54778","ENSG00000160410","SHKBP1","Gene Expression","OK","shape_score",-0.0771765,0.0068068,-11.3381,2.47e-29,-0.110067581864466,"count",3.415022e-25,TRUE,TRUE
"54802","ENSG00000077312","SNRPA","Gene Expression","OK","shape_score",-0.0870399,0.0061153,-14.2332,7.7e-45,-0.124467778707477,"count",1.085469e-40,TRUE,TRUE
"54898","ENSG00000079432","CIC","Gene Expression","OK","shape_score",0.0759766,0.011493,6.6107,4.35e-11,0.105041127010527,"count",5.609325e-07,TRUE,FALSE
"54910","ENSG00000105429","MEGF8","Gene Expression","OK","shape_score",0.0882391,0.0157837,5.5905,2.42e-08,0.117308961669428,"count",0.000302137,TRUE,FALSE
"54970","ENSG00000073050","XRCC1","Gene Expression","OK","shape_score",-0.0824055,0.0118948,-6.9279,4.99e-12,-0.115032004387097,"count",6.480513e-08,TRUE,FALSE
"54978","ENSG00000167378","IRGQ","Gene Expression","OK","shape_score",0.0770869,0.0141145,5.4615,5.02e-08,0.104340166344133,"count",0.000623233,TRUE,FALSE
"54994","ENSG00000011422","PLAUR","Gene Expression","OK","shape_score",-0.104535,0.0041484,-25.1991,8.19e-130,-0.150400181982508,"count",1.1853387e-125,TRUE,TRUE
"55122","ENSG00000130202","NECTIN2","Gene Expression","OK","shape_score",-0.0703647,0.0066099,-10.6453,4.22e-26,-0.100409900818212,"count",5.79828e-22,TRUE,TRUE
"55126","ENSG00000130204","TOMM40","Gene Expression","OK","shape_score",-0.0924689,0.0052409,-17.6437,4.67e-67,-0.132605145084246,"count",6.660821e-63,TRUE,TRUE
"55134","ENSG00000104853","CLPTM1","Gene Expression","OK","shape_score",-0.0791059,0.0078318,-10.1006,1.08e-23,-0.112392171144315,"count",1.4769e-19,TRUE,TRUE
"55178","ENSG00000117877","CD3EAP","Gene Expression","OK","shape_score",-0.0890498,0.0114657,-7.7666,1.03e-14,-0.124677276384451,"count",1.365059e-10,TRUE,TRUE
"55230","ENSG00000104936","DMPK","Gene Expression","OK","shape_score",0.0776125,0.0142546,5.4447,5.51e-08,0.10430996741206,"count",0.0006836257,TRUE,FALSE
"55346","ENSG00000105402","NAPA","Gene Expression","OK","shape_score",-0.0948628,0.0056728,-16.7223,1.19e-60,-0.135711901092239,"count",1.692418e-56,TRUE,TRUE
"55402","ENSG00000142227","EMP3","Gene Expression","OK","shape_score",-0.0719165,0.0024833,-28.9602,5.44e-167,-0.103652955259701,"count",7.899968e-163,TRUE,TRUE
"55414","ENSG00000105447","GRWD1","Gene Expression","OK","shape_score",-0.0748957,0.0102242,-7.3253,2.89e-13,-0.105305669928517,"count",3.79168e-09,TRUE,TRUE
"55502","ENSG00000183207","RUVBL2","Gene Expression","OK","shape_score",-0.1174051,0.005251,-22.3587,3.32e-104,-0.168370800805402,"count",4.79076e-100,TRUE,TRUE
"55570","ENSG00000142546","NOSIP","Gene Expression","OK","shape_score",-0.0857542,0.0048037,-17.8515,1.53e-68,-0.123047324088148,"count",2.183616e-64,TRUE,TRUE
"55598","ENSG00000126457","PRMT1","Gene Expression","OK","shape_score",-0.1470926,0.0049935,-29.4567,3.75e-172,-0.211129167537166,"count",5.4465e-168,TRUE,TRUE
"55770","ENSG00000105568","PPP2R1A","Gene Expression","OK","shape_score",-0.0771277,0.004656,-16.565,1.38e-59,-0.110673421381635,"count",1.96167e-55,TRUE,TRUE
"55878","ENSG00000105618","PRPF31","Gene Expression","OK","shape_score",-0.0902122,0.0056543,-15.9547,1.54e-55,-0.129133547293593,"count",2.185568e-51,TRUE,TRUE
"55930","ENSG00000125503","PPP1R12C","Gene Expression","OK","shape_score",0.0838432,0.0130249,6.4371,1.37e-10,0.114483182885051,"count",1.756477e-06,TRUE,FALSE
"55982","ENSG00000108106","UBE2S","Gene Expression","OK","shape_score",-0.0762658,0.0044072,-17.3048,1.15e-64,-0.109836416314111,"count",1.63783e-60,TRUE,TRUE
"56382","ENSG00000243156","MICAL3","Gene Expression","OK","shape_score",0.0848536,0.016844,5.0376,4.93e-07,0.111673630570079,"count",0.005992415,TRUE,FALSE
"56446","ENSG00000070010","UFD1","Gene Expression","OK","shape_score",-0.1001471,0.0047166,-21.233,1.06e-94,-0.143707907888089,"count",1.526294e-90,TRUE,TRUE
"56478","ENSG00000128191","DGCR8","Gene Expression","OK","shape_score",0.0794062,0.015322,5.1825,2.3e-07,0.106308953277019,"count",0.00281635,TRUE,FALSE
"56486","ENSG00000099901","RANBP1","Gene Expression","OK","shape_score",-0.0731587,0.0030551,-23.9468,3.04e-118,-0.105385604511569,"count",4.39432e-114,TRUE,TRUE
"56638","ENSG00000099956","SMARCB1","Gene Expression","OK","shape_score",-0.1129509,0.0061368,-18.4054,1.43e-72,-0.161500888294633,"count",2.045329e-68,TRUE,TRUE
"56682","ENSG00000100014","SPECC1L","Gene Expression","OK","shape_score",0.0937003,0.0160111,5.8522,5.26e-09,0.124298637569095,"count",6.628652e-05,TRUE,FALSE
"56786","ENSG00000100219","XBP1","Gene Expression","OK","shape_score",-0.0739193,0.0075137,-9.838,1.42e-22,-0.105348690325463,"count",1.936738e-18,TRUE,TRUE
"56958","ENSG00000185721","DRG1","Gene Expression","OK","shape_score",-0.0932942,0.0072736,-12.8265,6.59e-37,-0.132854635372283,"count",9.223364e-33,TRUE,TRUE
"56986","ENSG00000100220","RTCB","Gene Expression","OK","shape_score",-0.1087825,0.007491,-14.5217,1.48e-46,-0.154855148861889,"count",2.089464e-42,TRUE,TRUE
"57166","ENSG00000100196","KDELR3","Gene Expression","OK","shape_score",-0.0870461,0.0116182,-7.4922,8.35e-14,-0.121242185030085,"count",1.099695e-09,TRUE,TRUE
"57278","ENSG00000239900","ADSL","Gene Expression","OK","shape_score",-0.0939694,0.0140914,-6.6686,2.95e-11,-0.129265498966623,"count",3.80845e-07,TRUE,TRUE
"57358","ENSG00000196419","XRCC6","Gene Expression","OK","shape_score",-0.1084523,0.0045603,-23.7818,9.42e-117,-0.15578146232101,"count",1.3615668e-112,TRUE,TRUE
"57374","ENSG00000100147","CCDC134","Gene Expression","OK","shape_score",-0.1540035,0.0307162,-5.0138,5.58e-07,-0.177206431300016,"count",0.006774678,TRUE,FALSE
"57390","ENSG00000100162","CENPM","Gene Expression","OK","shape_score",-0.0806325,0.0056282,-14.3265,2.16e-45,-0.115598779543015,"count",3.04668e-41,TRUE,TRUE
"57486","ENSG00000100347","SAMM50","Gene Expression","OK","shape_score",-0.100044,0.0076728,-13.0387,4.67e-38,-0.142197501863709,"count",6.545472e-34,TRUE,TRUE
"57594","ENSG00000260708","AL118516.1","Gene Expression","OK","shape_score",-0.0972002,0.015208,-6.3914,1.84e-10,-0.133796298741816,"count",2.354832e-06,TRUE,FALSE
"57798","ENSG00000154719","MRPL39","Gene Expression","OK","shape_score",-0.1484543,0.0131063,-11.3269,2.8e-29,-0.206285390744403,"count",3.87044e-25,TRUE,TRUE
"57862","ENSG00000156261","CCT8","Gene Expression","OK","shape_score",-0.0863009,0.0051241,-16.8423,1.81e-61,-0.123751662772251,"count",2.574906e-57,TRUE,TRUE
"57918","ENSG00000159079","CFAP298","Gene Expression","OK","shape_score",-0.0897837,0.0068846,-13.0412,4.53e-38,-0.127942769825309,"count",6.349701e-34,TRUE,TRUE
"57966","ENSG00000159131","GART","Gene Expression","OK","shape_score",-0.0857911,0.0126175,-6.7993,1.21e-11,-0.119026825071292,"count",1.566345e-07,TRUE,TRUE
"58030","ENSG00000159228","CBR1","Gene Expression","OK","shape_score",-0.0758844,0.0037091,-20.4591,2.16e-88,-0.109139952007812,"count",3.10608e-84,TRUE,TRUE
"58034","ENSG00000159231","CBR3","Gene Expression","OK","shape_score",-0.0739352,0.0076451,-9.6709,7.1e-22,-0.105339667535198,"count",9.66594e-18,TRUE,TRUE
"58098","ENSG00000157540","DYRK1A","Gene Expression","OK","shape_score",0.0782492,0.0150079,5.2139,1.95e-07,0.104895554746668,"count",0.002390895,TRUE,FALSE
"58110","ENSG00000183527","PSMG1","Gene Expression","OK","shape_score",-0.1064375,0.0065646,-16.2138,3.06e-57,-0.151966033091949,"count",4.347342e-53,TRUE,TRUE
"58218","ENSG00000160214","RRP1","Gene Expression","OK","shape_score",-0.1051805,0.0093398,-11.2615,5.74e-29,-0.148567562755905,"count",7.931532e-25,TRUE,TRUE
"58330","ENSG00000160298","C21orf58","Gene Expression","OK","shape_score",0.0993482,0.0169755,5.8524,5.25e-09,0.126109948171056,"count",6.616575e-05,TRUE,FALSE
